question,right_answer,bot_response
Những cải tiến nào thuộc bộ phận 'Automation' mà tổng số giờ tiết kiệm được vượt quá 500?,SELECT Jidouka.ImprovementName FROM Jidouka WHERE Jidouka.DepartmentId = (SELECT DepartmentId FROM Department WHERE DepartmentName LIKE LOWER('%Automation%')) AND Jidouka.TotalTimeSaved > 500;,SELECT Jidouka.ImprovementName FROM Jidouka JOIN Department ON Jidouka.DepartmentId = Department.DepartmentId WHERE Department.DepartmentName LIKE LOWER('%Automation%') AND Jidouka.TotalTimeSaved > 500;
Công cụ nào được sử dụng trong các cải tiến được tạo vào năm 2023 và áp dụng sản phẩm 'Product B'?,SELECT DISTINCT Tool.ToolName FROM Tool JOIN JidoukaTool ON Tool.ToolId = JidoukaTool.ToolId JOIN Jidouka ON Jidouka.JidoukaId = JidoukaTool.JidoukaId WHERE YEAR(Jidouka.DateCreate) = 2023 AND Jidouka.ProductApply LIKE LOWER('%Product B%');,SELECT DISTINCT Tool.ToolName FROM Tool JOIN JidoukaTool ON Tool.ToolId = JidoukaTool.ToolId JOIN Jidouka ON JidoukaTool.JidoukaId = Jidouka.JidoukaId WHERE YEAR(Jidouka.DateCreate) = 2023 AND Jidouka.ProductApply LIKE LOWER('%Product B%');
Những tác giả nào đã tạo ra cải tiến tiết kiệm được nhiều nhất cho bộ phận 'Development'?,SELECT Author.AuthorName FROM Author WHERE Author.AuthorId = (SELECT Jidouka.AuthorId FROM Jidouka WHERE Jidouka.DepartmentId = (SELECT DepartmentId FROM Department WHERE DepartmentName LIKE LOWER('%Development%')) ORDER BY Jidouka.TotalTimeSaved DESC LIMIT 1);,SELECT Author.AuthorName FROM Author JOIN Jidouka ON Author.AuthorId = Jidouka.AuthorId WHERE Jidouka.DepartmentId = (SELECT Department.DepartmentId FROM Department WHERE Department.DepartmentName LIKE LOWER('%Development%')) ORDER BY Jidouka.TotalTimeSaved DESC LIMIT 1;
"Liệt kê tất cả các cải tiến có tổng số công việc áp dụng lớn hơn 10, sắp xếp theo ngày tạo từ mới nhất đến cũ nhất.","SELECT Jidouka.ImprovementName, Jidouka.DateCreate FROM Jidouka WHERE Jidouka.TotalJobApplied > 10 ORDER BY Jidouka.DateCreate DESC;",SELECT Jidouka.ImprovementName FROM Jidouka WHERE Jidouka.TotalJobApplied > 10 ORDER BY Jidouka.DateCreate DESC;
Những nhóm nào đã triển khai cải tiến không có mô tả chi tiết?,SELECT DISTINCT GroupDC.GroupDCName FROM GroupDC JOIN Jidouka ON GroupDC.GroupDCId = Jidouka.GroupDCId WHERE Jidouka.Description IS NULL;,SELECT GroupDC.GroupDCName FROM GroupDC JOIN Jidouka ON GroupDC.GroupDCId = Jidouka.GroupDCId WHERE Jidouka.Description IS NULL;
Danh sách các công cụ được sử dụng trong hơn 5 cải tiến khác nhau.,SELECT Tool.ToolName FROM Tool WHERE Tool.ToolId IN (SELECT JidoukaTool.ToolId FROM JidoukaTool GROUP BY JidoukaTool.ToolId HAVING COUNT(DISTINCT JidoukaTool.JidoukaId) > 5);,SELECT DISTINCT Tool.ToolName FROM Tool JOIN JidoukaTool ON Tool.ToolId = JidoukaTool.ToolId GROUP BY Tool.ToolName HAVING COUNT(DISTINCT JidoukaTool.JidoukaId) > 5;
Cải tiến nào có tên chứa từ 'Smart' và được sử dụng bởi nhiều hơn 2 nhóm khác nhau?,SELECT Jidouka.ImprovementName FROM Jidouka WHERE Jidouka.ImprovementName LIKE '%Smart%' AND Jidouka.JidoukaId IN (SELECT JidoukaTool.JidoukaId FROM JidoukaTool JOIN Jidouka ON JidoukaTool.JidoukaId = Jidouka.JidoukaId GROUP BY JidoukaTool.JidoukaId HAVING COUNT(DISTINCT Jidouka.GroupDCId) > 2);,SELECT Jidouka.ImprovementName FROM Jidouka WHERE Jidouka.ImprovementName LIKE '%Smart%' GROUP BY Jidouka.ImprovementName HAVING COUNT(DISTINCT Jidouka.GroupDCId) > 2;
Công cụ 'Python' được sử dụng trong bao nhiêu cải tiến?,SELECT COUNT(DISTINCT JidoukaTool.JidoukaId) FROM JidoukaTool JOIN Tool ON JidoukaTool.ToolId = Tool.ToolId WHERE Tool.ToolName LIKE LOWER('%Python%');,SELECT COUNT(DISTINCT JidoukaTool.ToolId) FROM JidoukaTool JOIN Tool ON JidoukaTool.ToolId = Tool.ToolId WHERE Tool.ToolName LIKE LOWER('%Python%');
Những cải tiến nào có ngày tạo nằm trong khoảng từ ngày 01/01/2023 đến 31/03/2023?,SELECT Jidouka.ImprovementName FROM Jidouka WHERE Jidouka.DateCreate BETWEEN '2023-01-01' AND '2023-03-31';,SELECT Jidouka.ImprovementName FROM Jidouka WHERE DateCreate BETWEEN '2023-01-01' AND '2023-03-31';
Cải tiến nào có tổng số công việc áp dụng lớn nhất?,SELECT Jidouka.ImprovementName FROM Jidouka WHERE Jidouka.TotalJobApplied = (SELECT MAX(Jidouka.TotalJobApplied) FROM Jidouka);,SELECT Jidouka.ImprovementName FROM Jidouka WHERE TotalJobApplied = (SELECT MAX(TotalJobApplied) FROM Jidouka);
Những bộ phận nào không có cải tiến nào trong năm 2021?,SELECT Department.DepartmentName FROM Department WHERE NOT EXISTS (SELECT Jidouka.JidoukaId FROM Jidouka WHERE Jidouka.DepartmentId = Department.DepartmentId AND YEAR(Jidouka.DateCreate) = 2021);,SELECT DISTINCT DepartmentName FROM Department WHERE YEAR(DateCreate) = 2021 AND JidoukaId IS NULL;
Cải tiến nào áp dụng nhiều công cụ nhất?,SELECT Jidouka.ImprovementName FROM Jidouka WHERE Jidouka.JidoukaId = (SELECT JidoukaTool.JidoukaId FROM JidoukaTool GROUP BY JidoukaTool.JidoukaId ORDER BY COUNT(JidoukaTool.ToolId) DESC LIMIT 1);,"SELECT Jidouka.ImprovementName, COUNT(JidoukaTool.ToolId) AS ToolCount FROM Jidouka JOIN JidoukaTool ON Jidouka.JidoukaId = JidoukaTool.JidoukaId GROUP BY Jidouka.ImprovementName ORDER BY ToolCount DESC;"
Có bao nhiêu cải tiến có tổng số giờ tiết kiệm lớn hơn 500?,SELECT COUNT(Jidouka.JidoukaId) FROM Jidouka WHERE Jidouka.TotalTimeSaved > 500;,SELECT COUNT(Jidouka.ImprovementName) FROM Jidouka WHERE Jidouka.TotalTimeSaved > 500;
Những cải tiến nào sử dụng cả 'Excel' và 'Python'?,SELECT Jidouka.ImprovementName FROM Jidouka WHERE Jidouka.JidoukaId IN (SELECT JidoukaTool.JidoukaId FROM JidoukaTool JOIN Tool ON JidoukaTool.ToolId = Tool.ToolId WHERE Tool.ToolName LIKE LOWER('%Excel%')) AND Jidouka.JidoukaId IN (SELECT JidoukaTool.JidoukaId FROM JidoukaTool JOIN Tool ON JidoukaTool.ToolId = Tool.ToolId WHERE Tool.ToolName LIKE LOWER('%Python%'));,"SELECT Jidouka.ImprovementName FROM Jidouka JOIN JidoukaTool ON Jidouka.JidoukaId = JidoukaTool.JidoukaId JOIN Tool ON JidoukaTool.ToolId = Tool.ToolId WHERE Tool.ToolName IN ('Excel', 'Python');"
Cho tôi biết các cải tiến được ra mắt sau ngày 01-01-2023?,SELECT ImprovementName FROM Jidouka WHERE DateCreate > '2023-01-01';,SELECT Jidouka.ImprovementName FROM Jidouka WHERE Jidouka.DateCreate > '2023-01-01';
Danh sách công cụ được sử dụng trong các cải tiến của bộ phận 'Sản xuất'?,SELECT DISTINCT Tool.ToolName FROM Tool JOIN JidoukaTool ON Tool.ToolId = JidoukaTool.ToolId JOIN Jidouka ON Jidouka.JidoukaId = JidoukaTool.JidoukaId JOIN Department ON Jidouka.DepartmentId = Department.DepartmentId WHERE Department.DepartmentName LIKE '%Sản xuất%';,SELECT DISTINCT Tool.ToolName FROM Tool JOIN JidoukaTool ON Tool.ToolId = JidoukaTool.ToolId JOIN Jidouka ON JidoukaTool.JidoukaId = Jidouka.JidoukaId JOIN Department ON Jidouka.DepartmentId = Department.DepartmentId WHERE Department.DepartmentName LIKE LOWER('%Sản xuất%');
Tổng số giờ tiết kiệm được bởi các cải tiến tạo trong năm 2022 là bao nhiêu?,SELECT SUM(Jidouka.TotalTimeSaved) FROM Jidouka WHERE YEAR(Jidouka.DateCreate) = 2022;,SELECT SUM(TotalTimeSaved) FROM Jidouka WHERE YEAR(DateCreate) = 2022;
Những công cụ nào được sử dụng trong hơn 10 cải tiến?,SELECT Tool.ToolName FROM Tool JOIN JidoukaTool ON Tool.ToolId = JidoukaTool.ToolId GROUP BY Tool.ToolId HAVING COUNT(DISTINCT JidoukaTool.JidoukaId) > 10;,SELECT Tool.ToolName FROM Tool JOIN JidoukaTool ON Tool.ToolId = JidoukaTool.ToolId GROUP BY Tool.ToolName HAVING COUNT(JidoukaTool.JidoukaId) > 10;
Những cải tiến nào không sử dụng bất kỳ công cụ nào?,SELECT Jidouka.ImprovementName FROM Jidouka WHERE NOT EXISTS (SELECT JidoukaTool.ToolId FROM JidoukaTool WHERE JidoukaTool.JidoukaId = Jidouka.JidoukaId);,SELECT Jidouka.ImprovementName FROM Jidouka WHERE Jidouka.JidoukaId NOT IN (SELECT JidoukaTool.JidoukaId FROM JidoukaTool JOIN Tool ON JidoukaTool.ToolId = Tool.ToolId WHERE Tool.ToolName LIKE '%');
Các nhóm nào tạo nhiều hơn 5 cải tiến?,SELECT GroupDC.GroupDCName FROM GroupDC JOIN Jidouka ON GroupDC.GroupDCId = Jidouka.GroupDCId GROUP BY GroupDC.GroupDCId HAVING COUNT(Jidouka.JidoukaId) > 5;,SELECT GroupDC.GroupDCName FROM GroupDC JOIN Jidouka ON GroupDC.GroupDCId = Jidouka.GroupDCId GROUP BY GroupDC.GroupDCName HAVING COUNT(Jidouka.JidoukaId) > 5;
Những cải tiến được tạo bởi cả hai bộ phận 'HR' và 'IT' là gì?,"SELECT J1.ImprovementName FROM (SELECT Jidouka.ImprovementName, Jidouka.DepartmentId FROM Jidouka JOIN Department ON Jidouka.DepartmentId = Department.DepartmentId WHERE Department.DepartmentName LIKE LOWER('%HR%')) AS J1 INNER JOIN (SELECT Jidouka.ImprovementName, Jidouka.DepartmentId FROM Jidouka JOIN Department ON Jidouka.DepartmentId = Department.DepartmentId WHERE Department.DepartmentName LIKE LOWER('%IT%')) AS J2 ON J1.ImprovementName = J2.ImprovementName;","SELECT Jidouka.ImprovementName FROM Jidouka JOIN Department ON Jidouka.DepartmentId = Department.DepartmentId WHERE Department.DepartmentName IN ('HR', 'IT');"
Những cải tiến nào sử dụng công cụ có tên chứa 'AutoCAD'?,SELECT DISTINCT Jidouka.ImprovementName FROM Jidouka JOIN JidoukaTool ON Jidouka.JidoukaId = JidoukaTool.JidoukaId JOIN Tool ON Tool.ToolId = JidoukaTool.ToolId WHERE Tool.ToolName LIKE '%AutoCAD%';,SELECT Jidouka.ImprovementName FROM Jidouka JOIN JidoukaTool ON Jidouka.JidoukaId = JidoukaTool.JidoukaId JOIN Tool ON JidoukaTool.ToolId = Tool.ToolId WHERE Tool.ToolName LIKE '%AutoCAD%';
Những cải tiến nào được thực hiện bởi các nhóm thuộc bộ phận 'Kỹ thuật'?,SELECT DISTINCT Jidouka.ImprovementName FROM Jidouka JOIN GroupDC ON Jidouka.GroupDCId = GroupDC.GroupDCId JOIN Department ON GroupDC.DepartmentId = Department.DepartmentId WHERE Department.DepartmentName LIKE '%Kỹ thuật%';,SELECT Jidouka.ImprovementName FROM Jidouka JOIN GroupDC ON Jidouka.GroupDCId = GroupDC.GroupDCId JOIN Department ON GroupDC.DepartmentId = Department.DepartmentId WHERE Department.DepartmentName LIKE LOWER('%Kỹ thuật%');
Danh sách sản phẩm áp dụng cải tiến có ngày ra mắt từ năm 2022?,SELECT DISTINCT Jidouka.ProductApply FROM Jidouka WHERE YEAR(DateCreate) = 2022;,SELECT DISTINCT Jidouka.ProductApply FROM Jidouka WHERE DateCreate >= '2022-01-01';
Công cụ nào được sử dụng trong cả hai cải tiến 'Jidouka A' và 'Jidouka B'?,SELECT Tool.ToolName FROM Tool JOIN JidoukaTool ON Tool.ToolId = JidoukaTool.ToolId WHERE JidoukaTool.JidoukaId IN (SELECT JidoukaId FROM Jidouka WHERE ImprovementName LIKE '%Jidouka A%') AND JidoukaTool.JidoukaId IN (SELECT JidoukaId FROM Jidouka WHERE ImprovementName LIKE '%Jidouka B%');,SELECT DISTINCT Tool.ToolName FROM Tool JOIN JidoukaTool ON Tool.ToolId = JidoukaTool.ToolId WHERE JidoukaTool.JidoukaId IN (SELECT Jidouka.JidoukaId FROM Jidouka WHERE Jidouka.ImprovementName LIKE '%Jidouka A%') AND JidoukaTool.JidoukaId IN (SELECT Jidouka.JidoukaId FROM Jidouka WHERE Jidouka.ImprovementName LIKE '%Jidouka B%');
Cải tiến nào được thực hiện trong cả hai bộ phận 'Kỹ thuật' và 'Thiết kế'?,SELECT DISTINCT Jidouka.ImprovementName FROM Jidouka WHERE DepartmentId IN (SELECT DepartmentId FROM Department WHERE DepartmentName LIKE '%Kỹ thuật%') AND DepartmentId IN (SELECT DepartmentId FROM Department WHERE DepartmentName LIKE '%Thiết kế%');,"SELECT DISTINCT Jidouka.ImprovementName FROM Jidouka JOIN Department ON Jidouka.DepartmentId = Department.DepartmentId WHERE Department.DepartmentName IN ('Kỹ thuật', 'Thiết kế');"
Những cải tiến được tạo bởi nhóm có tên 'Automation'?,SELECT Jidouka.ImprovementName FROM Jidouka JOIN GroupDC ON Jidouka.GroupDCId = GroupDC.GroupDCId WHERE GroupDC.GroupDCName LIKE LOWER('%Automation%');,SELECT Jidouka.ImprovementName FROM Jidouka JOIN GroupDC ON Jidouka.GroupDCId = GroupDC.GroupDCId WHERE GroupDC.GroupDCName LIKE '%Automation%';
Những bộ phận nào có nhiều hơn 3 cải tiến?,SELECT Department.DepartmentName FROM Department JOIN Jidouka ON Department.DepartmentId = Jidouka.DepartmentId GROUP BY Department.DepartmentId HAVING COUNT(Jidouka.JidoukaId) > 3;,SELECT DepartmentName FROM Department WHERE DepartmentId IN (SELECT DepartmentId FROM Jidouka GROUP BY DepartmentId HAVING COUNT(JidoukaId) > 3);
Tác giả nào đã tạo nhiều hơn 5 cải tiến?,SELECT Author.AuthorName FROM Author JOIN Jidouka ON Author.AuthorId = Jidouka.AuthorId GROUP BY Author.AuthorId HAVING COUNT(Jidouka.JidoukaId) > 5;,SELECT Author.AuthorName FROM Author JOIN Jidouka ON Author.AuthorId = Jidouka.AuthorId GROUP BY Author.AuthorName HAVING COUNT(Jidouka.JidoukaId) > 5;
Những công cụ nào không được sử dụng trong bất kỳ cải tiến nào?,SELECT Tool.ToolName FROM Tool WHERE NOT EXISTS (SELECT JidoukaTool.ToolId FROM JidoukaTool WHERE JidoukaTool.ToolId = Tool.ToolId);,SELECT Tool.ToolName FROM Tool WHERE Tool.ToolId NOT IN (SELECT JidoukaTool.ToolId FROM JidoukaTool WHERE JidoukaTool.JidoukaId = Jidouka.JidoukaId);
Danh sách các công cụ được sử dụng trong cải tiến có mô tả chứa từ 'quản lý'.,SELECT DISTINCT Tool.ToolName FROM Tool JOIN JidoukaTool ON Tool.ToolId = JidoukaTool.ToolId JOIN Jidouka ON JidoukaTool.JidoukaId = Jidouka.JidoukaId WHERE Jidouka.Description LIKE '%quản lý%';,SELECT DISTINCT Tool.ToolName FROM Tool JOIN JidoukaTool ON Tool.ToolId = JidoukaTool.ToolId WHERE JidoukaTool.JidoukaId IN (SELECT Jidouka.JidoukaId FROM Jidouka WHERE Jidouka.Description LIKE '%quản lý%');
Những sản phẩm nào được áp dụng cải tiến vào tháng 10 năm 2024?,SELECT DISTINCT ProductApply FROM Jidouka WHERE MONTH(DateCreate) = 10 AND YEAR(DateCreate) = 2024;,SELECT DISTINCT Jidouka.ProductApply FROM Jidouka WHERE MONTH(Jidouka.DateCreate) = 10 AND YEAR(Jidouka.DateCreate) = 2024;
Liệt kê tất cả các cải tiến có chứa từ 'hệ thống' trong mô tả.,SELECT ImprovementName FROM Jidouka WHERE Description LIKE '%hệ thống%';,SELECT Jidouka.ImprovementName FROM Jidouka WHERE Jidouka.Description LIKE '%hệ thống%';
Những cải tiến nào được thực hiện bởi các nhóm có tên chứa 'Design'?,SELECT DISTINCT Jidouka.ImprovementName FROM Jidouka JOIN GroupDC ON Jidouka.GroupDCId = GroupDC.GroupDCId WHERE GroupDC.GroupDCName LIKE '%Design%';,SELECT Jidouka.ImprovementName FROM Jidouka JOIN GroupDC ON Jidouka.GroupDCId = GroupDC.GroupDCId WHERE GroupDC.GroupDCName LIKE '%Design%';
Những công cụ được sử dụng trong cải tiến được áp dụng cho sản phẩm 'AI Platform'?,SELECT Tool.ToolName FROM Tool JOIN JidoukaTool ON Tool.ToolId = JidoukaTool.ToolId JOIN Jidouka ON JidoukaTool.JidoukaId = Jidouka.JidoukaId WHERE Jidouka.ProductApply LIKE LOWER('%AI Platform%');,SELECT DISTINCT Tool.ToolName FROM Tool JOIN JidoukaTool ON Tool.ToolId = JidoukaTool.ToolId JOIN Jidouka ON JidoukaTool.JidoukaId = Jidouka.JidoukaId WHERE Jidouka.ProductApply LIKE LOWER('%AI Platform%');
Những nhóm có hơn 10 cải tiến?,SELECT GroupDC.GroupDCName FROM GroupDC JOIN Jidouka ON GroupDC.GroupDCId = Jidouka.GroupDCId GROUP BY GroupDC.GroupDCId HAVING COUNT(Jidouka.JidoukaId) > 10;,SELECT GroupDC.GroupDCName FROM GroupDC JOIN Jidouka ON GroupDC.GroupDCId = Jidouka.GroupDCId GROUP BY GroupDC.GroupDCName HAVING COUNT(Jidouka.JidoukaId) > 10;
Những cải tiến có ngày tạo trong quý 2 năm 2022 là gì?,SELECT Jidouka.ImprovementName FROM Jidouka WHERE QUARTER(Jidouka.DateCreate) = 2 AND YEAR(Jidouka.DateCreate) = 2022;,SELECT Jidouka.ImprovementName FROM Jidouka WHERE Jidouka.DateCreate BETWEEN '2022-01-01' AND '2022-03-31';
Những công cụ được sử dụng trong ít hơn 3 cải tiến?,SELECT Tool.ToolName FROM Tool JOIN JidoukaTool ON Tool.ToolId = JidoukaTool.ToolId GROUP BY Tool.ToolId HAVING COUNT(JidoukaTool.JidoukaId) < 3;,SELECT Tool.ToolName FROM Tool WHERE Tool.ToolId IN (SELECT JidoukaTool.ToolId FROM JidoukaTool GROUP BY JidoukaTool.ToolId HAVING COUNT(JidoukaTool.JidoukaId) < 3);
Những cải tiến có tổng số giờ tiết kiệm lớn hơn 1000 giờ?,SELECT Jidouka.ImprovementName FROM Jidouka WHERE Jidouka.TotalTimeSaved > 1000;,SELECT Jidouka.ImprovementName FROM Jidouka WHERE TotalTimeSaved > 1000;
Những cải tiến có tài liệu cải tiến nhưng không có video hướng dẫn?,SELECT Jidouka.ImprovementName FROM Jidouka WHERE Jidouka.DetailDocument IS NOT NULL AND Jidouka.Video IS NULL;,SELECT Jidouka.ImprovementName FROM Jidouka WHERE Jidouka.DetailDocument IS NOT NULL;
Các bộ phận có tổng số công việc áp dụng cải tiến lớn hơn 50?,SELECT Department.DepartmentName FROM Department JOIN Jidouka ON Department.DepartmentId = Jidouka.DepartmentId GROUP BY Department.DepartmentId HAVING SUM(Jidouka.TotalJobApplied) > 50;,SELECT DepartmentName FROM Department WHERE TotalJobApplied > 50;
Những cải tiến có tên chứa từ 'Optimization' nhưng không thuộc nhóm 'Research'?,SELECT Jidouka.ImprovementName FROM Jidouka JOIN GroupDC ON Jidouka.GroupDCId = GroupDC.GroupDCId WHERE Jidouka.ImprovementName LIKE '%Optimization%' AND GroupDC.GroupDCName !LIKE LOWER('%Research%');,SELECT Jidouka.ImprovementName FROM Jidouka JOIN GroupDC ON Jidouka.GroupDCId = GroupDC.GroupDCId WHERE Jidouka.ImprovementName LIKE '%Optimization%' AND GroupDC.GroupDCName NOT IN ('Research');
Các công cụ có mô tả chứa từ 'automation' và được sử dụng trong hơn 5 cải tiến?,SELECT Tool.ToolName FROM Tool JOIN JidoukaTool ON Tool.ToolId = JidoukaTool.ToolId GROUP BY Tool.ToolId HAVING Tool.ToolDescription LIKE '%automation%' AND COUNT(JidoukaTool.JidoukaId) > 5;,SELECT DISTINCT Tool.ToolName FROM Tool JOIN JidoukaTool ON Tool.ToolId = JidoukaTool.ToolId WHERE JidoukaTool.JidoukaId IN (SELECT Jidouka.JidoukaId FROM Jidouka WHERE Jidouka.ImprovementName LIKE '%automation%') GROUP BY JidoukaTool.ToolName HAVING COUNT(JidoukaTool.JidoukaId) > 5;
Những công cụ nào đã được sử dụng nhiều nhất trong các cải tiến?,"SELECT Tool.ToolName, COUNT(JidoukaTool.ToolId) AS UsageCount FROM Tool JOIN JidoukaTool ON Tool.ToolId = JidoukaTool.ToolId GROUP BY Tool.ToolName ORDER BY UsageCount DESC LIMIT 1;","SELECT Tool.ToolName, COUNT(JidoukaTool.ToolId) AS UsageCount FROM Tool JOIN JidoukaTool ON Tool.ToolId = JidoukaTool.ToolId GROUP BY Tool.ToolName ORDER BY UsageCount DESC;"
Cải tiến nào có số lượng công việc áp dụng lớn nhất?,"SELECT ImprovementName, MAX(TotalJobApplied) AS MaxJobs FROM Jidouka;",SELECT ImprovementName FROM Jidouka ORDER BY TotalJobApplied DESC LIMIT 1;
Những tác giả nào đã thực hiện cải tiến trong bộ phận 'Manufacturing'?,SELECT DISTINCT Author.AuthorName FROM Author JOIN Jidouka ON Author.AuthorId = Jidouka.AuthorId JOIN Department ON Jidouka.DepartmentId = Department.DepartmentId WHERE Department.DepartmentName LIKE '%Manufacturing%';,SELECT Author.AuthorName FROM Author JOIN Jidouka ON Author.AuthorId = Jidouka.AuthorId JOIN Department ON Jidouka.DepartmentId = Department.DepartmentId WHERE Department.DepartmentName LIKE LOWER('%Manufacturing%');
Cải tiến nào có tổng số giờ tiết kiệm cao hơn trung bình?,SELECT ImprovementName FROM Jidouka WHERE TotalTimeSaved > (SELECT AVG(TotalTimeSaved) FROM Jidouka);,SELECT Jidouka.ImprovementName FROM Jidouka WHERE Jidouka.TotalTimeSaved > (SELECT AVG(TotalTimeSaved) FROM Jidouka);
Danh sách các cải tiến được tạo sau ngày 2023-06-01?,SELECT ImprovementName FROM Jidouka WHERE DateCreate > '2023-06-01';,SELECT Jidouka.ImprovementName FROM Jidouka WHERE DateCreate > '2023-06-01';
Những bộ phận nào có số lượng cải tiến lớn hơn 10?,"SELECT Department.DepartmentName, COUNT(Jidouka.JidoukaId) AS ImprovementCount FROM Department JOIN Jidouka ON Department.DepartmentId = Jidouka.DepartmentId GROUP BY Department.DepartmentName HAVING ImprovementCount > 10;",SELECT DepartmentName FROM Department WHERE DepartmentId IN (SELECT DepartmentId FROM Jidouka GROUP BY DepartmentId HAVING COUNT(*) > 10);
